concept,style,color_0,count_0,color_1,count_1,color_2,count_2,color_3,count_3,color_4,count_4,color_dominant,method
desert,query,"[30, 16, 16]",3485,"[85, 50, 27]",3984,"[9, 9, 203]",3,"[143, 77, 31]",1110,"[212, 130, 35]",633,"[39, 23, 11]",bg_remove
forest,query,"[14, 12, 13]",2996,"[24, 27, 12]",2856,"[9, 9, 181]",2,"[73, 61, 33]",679,"[98, 135, 25]",315,"[48, 48, 15]",bg_remove
crocodile,query,"[9, 9, 191]",7,"[89, 90, 83]",10016,"[90, 88, 106]",3722,"[139, 121, 84]",3421,"[155, 153, 151]",8225,"[47, 48, 47]",bg_remove
penguin,query,"[89, 85, 87]",9336,"[149, 101, 70]",1928,"[161, 159, 160]",5460,"[213, 155, 39]",973,"[223, 219, 207]",5779,"[47, 48, 47]",bg_remove
banana,query,"[26, 27, 149]",275,"[108, 89, 66]",4115,"[150, 105, 31]",5414,"[218, 166, 35]",13280,"[223, 203, 130]",6279,"[240, 207, 15]",bg_remove
elephant,query,"[85, 70, 58]",11932,"[96, 92, 98]",9310,"[146, 102, 77]",5525,"[191, 99, 153]",447,"[167, 155, 143]",7934,"[47, 48, 47]",bg_remove
blueberry,query,"[50, 62, 147]",2202,"[87, 140, 63]",1958,"[101, 132, 177]",8383,"[194, 141, 100]",3191,"[169, 175, 179]",5734,"[43, 53, 69]",bg_remove
clear_sky,query,"[23, 28, 26]",8075,"[84, 71, 56]",2024,"[90, 96, 100]",3074,"[157, 145, 121]",1113,"[201, 200, 196]",1426,"[47, 48, 47]",bg_remove
lion,query,"[14, 13, 88]",14,"[7, 8, 248]",2,"[169, 110, 52]",7855,"[156, 133, 109]",10342,"[186, 146, 98]",9615,"[122, 77, 37]",bg_remove
tiger,query,"[101, 70, 42]",5618,"[99, 89, 83]",4870,"[160, 141, 113]",5027,"[193, 147, 98]",3744,"[197, 189, 180]",3161,"[152, 111, 63]",bg_remove
tangerine,query,"[30, 32, 171]",85,"[101, 68, 36]",6175,"[208, 105, 38]",7410,"[128, 152, 165]",4825,"[195, 166, 106]",7759,"[240, 144, 47]",bg_remove
grape,query,"[85, 83, 75]",2539,"[83, 83, 105]",1707,"[148, 62, 70]",507,"[248, 8, 8]",2,"[180, 169, 157]",972,"[47, 48, 47]",bg_remove
mountains,query,"[131, 53, 56]",159,"[84, 84, 69]",2570,"[90, 120, 141]",942,"[174, 175, 172]",1364,"[7, 248, 8]",2,"[54, 58, 56]",bg_remove
cherry,query,"[43, 19, 141]",73,"[196, 30, 33]",12276,"[182, 76, 84]",11470,"[131, 162, 73]",3921,"[178, 148, 141]",9041,"[131, 10, 13]",bg_remove
carrot,query,"[25, 25, 146]",67,"[133, 55, 25]",7024,"[200, 67, 19]",12413,"[139, 148, 46]",1758,"[214, 182, 154]",4384,"[236, 125, 37]",bg_remove
olive,query,"[109, 82, 23]",6681,"[121, 110, 133]",948,"[151, 138, 52]",5069,"[202, 174, 48]",4894,"[194, 183, 159]",3539,"[48, 48, 15]",bg_remove
mushroom,query,"[94, 66, 104]",2718,"[122, 83, 59]",2135,"[178, 60, 63]",1734,"[212, 147, 73]",745,"[184, 175, 169]",3867,"[47, 48, 47]",bg_remove
flamingo,query,"[8, 7, 168]",1,"[130, 69, 74]",4690,"[122, 106, 108]",4291,"[202, 87, 85]",3346,"[216, 151, 149]",4942,"[240, 208, 208]",bg_remove
tomato,query,"[57, 44, 128]",94,"[182, 36, 31]",13880,"[101, 132, 70]",2849,"[226, 69, 21]",9035,"[160, 131, 114]",4839,"[228, 61, 57]",bg_remove
corn,query,"[93, 78, 46]",5906,"[191, 119, 21]",7613,"[150, 166, 76]",5319,"[222, 206, 154]",5771,"[243, 207, 49]",6904,"[235, 188, 30]",bg_remove
celery,query,"[64, 34, 112]",199,"[140, 137, 44]",9420,"[130, 176, 45]",13702,"[140, 175, 97]",11588,"[187, 183, 164]",5825,"[48, 112, 15]",bg_remove
peach,query,"[107, 68, 58]",2659,"[168, 63, 61]",6228,"[75, 122, 49]",780,"[217, 71, 56]",5258,"[230, 157, 67]",5588,"[247, 218, 143]",bg_remove
fox,query,"[11, 10, 173]",4,"[153, 98, 53]",3483,"[150, 122, 97]",4352,"[196, 156, 110]",3069,"[167, 163, 163]",3630,"[111, 79, 47]",bg_remove
eggplant,query,"[90, 61, 39]",9418,"[170, 89, 40]",6096,"[156, 129, 145]",3956,"[154, 143, 61]",4453,"[217, 198, 168]",4612,"[39, 24, 20]",bg_remove
